"comment","label"
"罗蒂球 生菜",8
"彩食 鲜 甜玉米 个 份",8
"卷心包",8
"西兰花",8
"青梗 花菜",8
"罗蒂球 生菜",8
"小娃娃菜",8
"小娃娃菜",8
"小娃娃菜",8
"小娃娃 菜 包",8
"紫 包 菜",8
"鲜百 合约",8
"彩食 鲜 贝贝 南瓜 份",8
"彩食鲜 百合份",8
"彩食 鲜 西兰花",8
"彩食鲜 青梗 花菜",8
"彩食 鲜 紫 甘蓝",8
"彩食 鲜绿 甘蓝",8
"彩食 鲜 甜玉米",8
"彩食 鲜 娃娃菜",8
"彩食 鲜 贝贝 南瓜",8
"彩食 鲜 甜玉米",8
"彩食 鲜 百合",8
"紫 菊苣",8
"紫 菊苣",8
"紫 甘蓝",8
"花菜 约 份",8
"白菜",8
"卷心包",8
"娃娃 菜 包",8
"生菜 约 份",8
"黄秋葵 约",8
"西兰花 约",8
"青梗 花菜",8
"彩食 鲜 娃娃菜",8
"彩食 鲜 百合",8
"彩食 鲜 甜玉米",8
"彩食 鲜 西兰花",8
"彩食鲜 青梗 花菜",8
"彩食 鲜绿 甘蓝",8
"彩食 鲜 贝贝 南瓜",8
"彩食 鲜 贝贝 南瓜 份",8
"鲜 百合",8
"西兰花",8
"生菜",8
"紫 包 菜",8
"花菜",8
"白菜",8
"绿 甘蓝",8
"青梗 花菜",8
"娃娃菜",8
"甜玉米",8
"美国 甜玉米",8
"黄秋葵",8
"白菜棵",8
"紫 甘 蓝 份",8
"生菜份",8
"西兰花 份",8
"甜玉米 个",8
"娃娃 菜 包",8
"青梗 花菜份",8
"绿 甘蓝份",8
"黄秋葵 份",8
"百合",8
"鲜 百合",8
"彩食鲜 白菜",8
"彩食 鲜 花菜",8
"彩食鲜 卷心菜",8
"彩食鲜 玉米",8
"彩食 鲜 娃娃菜",8
"包菜",8
"彩食鲜 玉米 段 真空 包",8
"白玉米",8
"彩食鲜鲜 百合",8
"五彩 玉米",8
"儿菜",8
"散装 娃娃 菜",8
"五彩 玉米",8
"宝塔 花菜",8
"彩食 鲜 紫 白菜",8
"彩食 鲜 紫 包 菜",8
"彩食鲜 南瓜",8
"甜玉米 个",8
"彩食 鲜 西兰花",8
"百合个",8
"彩食鲜 青梗 花菜",8
"散装 娃娃 菜 份",8
"彩食 鲜 紫甘兰约",8
"彩食 鲜 紫甘兰份",8
"彩食 鲜绿 甘蓝",8
"彩食 鲜 娃娃 菜 包",8
"彩食 鲜 甜玉米 个 份",8
"彩食 鲜 贝贝 南瓜",8
"彩食鲜 百合个",8
"彩食鲜 冰糖 玉 水果 玉米",8
"彩食 鲜 甜玉米 个 份",8
"彩食 鲜 散 娃娃 菜",8
"彩食 鲜 新 南瓜",8
"彩食 鲜 西兰花",8
"花菜",8
"西兰 花梗",8
"西兰花",8
"牛心菜份",8
"白菜份",8
"紫 甘 蓝 份",8
"生菜份",8
"西兰花 份",8
"甜玉米 份",8
"娃娃 菜 包",8
"青梗 花菜份",8
"绿 甘蓝份",8
"黄秋葵 份",8
"甜玉米 个 份",8
"青梗 花菜份",8
"彩食 鲜 西兰花 份",8
"彩食 鲜 娃娃 菜 约 包",8
"彩食 鲜绿 甘蓝份",8
"彩食 鲜 紫甘兰份",8
"彩食 鲜 甜玉米 个 份",8
"彩食 鲜 贝贝 南瓜 份",8
"彩食鲜 百合份",8
"精品 花菜",8
"精品 西兰花",8
"西兰花 份",8
"彩食鲜 卷心菜",8
"彩食 鲜绿 甘蓝 kg",8
"彩食 鲜 甜玉米 约 份",8
"彩食 鲜 紫甘兰",8
"彩食 鲜 西兰花",8
"白菜颗",8
"甜玉米",8
"青梗 花菜",8
"太平海 农家 小 甘蓝",8
"太平海 农家 玉米",8
"彩食 鲜 贝贝 南瓜 份",8
"彩食 鲜 贝贝 南瓜 份",8
"彩食 鲜 贝贝 南瓜 份",8
"绿 甘蓝",8
"直 力生",8
"紫 菊苣",8
"彩食 鲜 甜玉米",8
"彩食鲜 白菜",8
"彩食鲜 白菜 二级",8
"玉米笋 精品",8
"紫 包 菜 折价",8
"白菜 精品",8
"流星 包菜 精品",8
"精品 水果 玉米 二级",8
"黑玉米 精品",8
"甜糯 玉米 折价",8
"五彩 玉米 精品",8
"甜糯 玉米 优质",8
"卷心 包 二级",8
"儿 菜 二 级",8
"散装 娃娃 菜 优质",8
"精品 花菜 折价",8
"青梗 花菜 精品",8
"鲜 百合 折价",8
"甜糯 玉米 二级",8
"彩食鲜 白菜 精品",8
"黑玉 米 二级",8
"卷心 包 折价",8
"黄秋葵 折价",8
"流星 包菜 折价",8
"儿菜 折价",8
"精品 水果 玉米 精品",8
"娃娃 菜 精品",8
"精品 花菜 二级",8
"儿菜 优质",8
"黄秋葵 二级",8
"黑玉米 折价",8
"紫 包 菜 精品",8
"白菜 折价",8
"彩食鲜 秋葵 折价",8
"鲜 百合二级",8
"青梗 花菜 二级",8
"流星 包 菜 二 级",8
"白杆 菜 折价",8
"玉米笋 折价",8
"生菜 精品",8
"土 白菜 精品",8
"长白 菜 优质",8
"西兰花 精品",8
"白菜 二级",8
"鲜 百合 精品",8
"青梗 花菜 折价",8
"生菜 优质",8
"彩食鲜 白菜 折价",8
"精品 水果 玉米 折价",8
"散装 娃娃 菜 二 级",8
"白杆 菜 精品",8
"土 白 菜 二级",8
"儿菜 精品",8
"精品 花菜 精品",8
"玉米笋 二级",8
"紫 包 菜 二 级",8
"土 白菜 折价",8
"西兰花 二级",8
"西兰花 折价",8
"白杆 菜 二 级",8
"散装 娃娃 菜 折价",8
"卷心 包 精品",8
"彩食 鲜 紫 白菜 精品",8
"甜玉米 折价",8
"彩食 鲜 西兰花 折价",8
"鲜 白玉 米粒 折价",8
"彩食鲜 玉米 二级",8
"娃娃 菜 折价",8
"彩食鲜 卷心菜 二 级",8
"彩食鲜 青梗 花菜 折价",8
"卷心菜 二 级",8
"彩食 鲜 甜玉米 精品",8
"彩食 鲜 新 南瓜 精品",8
"花糯 玉米 二级",8
"彩食 鲜 贝贝 南瓜 精品",8
"彩食 鲜 紫甘兰 折价",8
"彩食鲜鲜 百合 精品",8
"傣糯 苞谷 折价",8
"罗蒂球 生菜 折价",8
"西兰花 优质",8
"生菜 折价",8
"花菜 二级",8
"彩色 糯玉米 二级",8
"娃娃 菜 二 级",8
"彩食 鲜 新 南瓜 二 级",8
"花糯 玉米 精品",8
"彩食 鲜 紫 白 菜 二级",8
"彩食鲜 流星 包菜 折价",8
"鲜 百合 优质",8
"彩食鲜 玉米 托盘 装 折价",8
"娃娃 菜 优质",8
"彩食 鲜 封膜 卷心 菜 二 级",8
"傣糯 苞谷 二级",8
"彩食鲜 卷心菜 折价",8
"罗蒂球 生菜 二级",8
"花菜 精品",8
"彩食 鲜 西兰 花梗 折价",8
"彩食鲜 青梗 花菜 精品",8
"彩食鲜鲜 百合二级",8
"彩食 鲜 紫甘兰 精品",8
"彩食 鲜花 菜 折价",8
"彩色 糯玉米 精品",8
"傣糯 苞谷 精品",8
"彩食鲜 玉米 精品",8
"甜玉米 二级",8
"彩色 糯玉米 折价",8
"鲜 白玉 米粒 精品",8
"彩食 鲜 新 南瓜 折价",8
"彩食 鲜 封膜 卷心菜 折价",8
"彩食 鲜 甜玉米 折价",8
"彩食 鲜 紫 白菜 折价",8
"彩食 鲜花 菜 二级",8
"甜玉米 精品",8
"罗蒂球 生菜 精品",8
"花菜 折价",8
"彩食 鲜 西兰花 精品",8
"彩食鲜鲜 百合 折价",8
"彩食 鲜 紫甘兰 二级",8
"彩食鲜 玉米 托盘 装 二 级",8
"彩食鲜 青梗 花菜 二级",8
"彩食鲜 卷心菜 精品",8
"白玉 米 精品",8
"彩食 鲜 贝贝 南瓜 二 级",8
"罗蒂球 生菜 优质",8
"傣糯 苞谷 优质",8
"卷心菜 折价",8
"彩食鲜 玉米 折价",8
"卷心菜 精品",8
"彩食 鲜花 菜 精品",8
"白玉 米 二级",8
"黄秋葵 优质",8
"生 菜 二级",8
"彩食 鲜 贝贝 南瓜 折价",8
"黄秋葵 精品",8
"彩食 鲜 西兰 花梗 精品",8
"花糯 玉米 折价",8
"白玉 米 折价",8
"彩食 鲜 西兰花 二级",8
"彩食 鲜 甜玉米 二级",8
"流星 包 菜 优质",8
"五彩 玉米 优质",8
"精品 花菜 精品",8
"彩食鲜 百合包 精品",8
"白菜 优质",8
"青梗 花菜 优质",8
"彩食 鲜 西兰花 二级",8
"彩食 鲜 甜玉米 折价",8
"彩食 鲜 娃娃 菜 二 级",8
"落地 球 精品",8
"彩食 鲜 南瓜 二 级",8
"五彩 玉米 折价",8
"五彩 玉米 折价",8
"彩食鲜 冰糖 玉 水果 玉米 二级",8
"宝塔 花菜 折价",8
"散装 娃娃 菜 精品",8
"彩食 鲜绿 甘蓝 精品",8
"精品 西兰花 二级",8
"彩食 鲜 娃娃 菜 折价",8
"甜糯 玉米 精品",8
"落地 球 折价",8
"黄牌黄 秋葵 二级",8
"百 合 优质",8
"五彩 玉米 精品",8
"百合二级",8
"甜玉米 优质",8
"彩食 鲜 西兰花 精品",8
"彩食 鲜 紫 包 菜 二 级",8
"彩食鲜 南瓜 精品",8
"卷心菜 优质",8
"花菜 优质",8
"彩食 鲜绿 甘蓝 折价",8
"宝塔 花 菜 二级",8
"彩食鲜 冰糖 玉 水果 玉米 精品",8
"彩食 鲜 娃娃 菜 精品",8
"彩食 鲜 西兰花 折价",8
"精品 西兰花 折价",8
"黄牌黄 秋葵 精品",8
"彩食鲜 百合包 二 级",8
"精品 花菜 二级",8
"彩食 鲜 甜玉米 精品",8
"彩食鲜 百合包 折价",8
"五彩 玉米 二级",8
"彩食 鲜 甜玉米 二级",8
"紫 包 菜 优质",8
"彩食鲜 南瓜 折价",8
"五彩 玉米 二级",8
"宝塔 花菜 精品",8
"彩食鲜 冰糖 玉 水果 玉米 折价",8
"彩食 鲜 紫 包 菜 折价",8
"精品 花菜 折价",8
"百合 折价",8
"彩食 鲜 紫 包 菜 精品",8
"精品 西兰花 精品",8
"百合 精品",8
"黄牌黄 秋葵 折价",8
"彩食 鲜绿 甘蓝 二级",8
"彩食 鲜花 菜 二级",8
"彩食 鲜 西兰花 折价",8
"彩食 鲜 甜玉米 折价",8
"生 菜 二级",8
"彩食 鲜 甜玉米 精品",8
"黄秋葵 精品",8
"彩食鲜 百合包 二 级",8
"五彩 玉米 精品",8
"儿 菜 二 级",8
"黄牌黄 秋葵 精品",8
"彩食 鲜 西兰花 二级",8
"紫 甘蓝 折价",8
"彩食鲜 青梗 花菜 精品",8
"彩食 鲜 紫 包 菜 二 级",8
"白菜 优质",8
"玉米笋 二级",8
"孢子 甘蓝 精品",8
"彩食鲜 南瓜 精品",8
"彩食鲜鲜 百合二级",8
"西兰花 优质",8
"彩食 鲜 娃娃 菜 精品",8
"彩食 鲜 新 南瓜 二 级",8
"精品 西兰花 二级",8
"紫 包 菜 优质",8
"百合 折价",8
"彩食 鲜 紫甘兰 精品",8
"彩食 鲜 包 菜 精品",8
"彩食 鲜 新 南瓜 精品",8
"彩食 鲜绿 甘蓝 折价",8
"绿 甘蓝 精品",8
"散装 娃娃 菜 优质",8
"五彩 玉米 折价",8
"彩食 鲜绿 甘蓝 二级",8
"彩食 鲜 贝贝 南瓜 精品",8
"彩食鲜 冰糖 玉 水果 玉米 精品",8
"菜花 二级",8
"彩食鲜 白菜 精品",8
"玉米笋 折价",8
"青梗 花菜 精品",8
"甜玉米 优质",8
"彩食 鲜 紫 包 菜 精品",8
"白菜 二级",8
"甜玉米 个 优质",8
"绿 甘 蓝 二级",8
"黄秋葵 二级",8
"黄牌黄 秋葵 折价",8
"娃娃 菜 折价",8
"百合 精品",8
"精品 花菜 精品",8
"彩食 鲜 甜玉米 二级",8
"西兰花 二级",8
"彩食 鲜 紫 白 菜 二级",8
"黄秋葵 优质",8
"精品 花菜 折价",8
"彩食鲜 百合包 折价",8
"彩食鲜 南瓜 折价",8
"彩食 鲜 甜玉米 二级",8
"彩食鲜 白菜 折价",8
"彩食 鲜 贝贝 南瓜 折价",8
"儿菜 优质",8
"玉米 精品",8
"甜玉米 个 二级",8
"彩食鲜 冰糖 玉 水果 玉米 折价",8
"玉米笋 精品",8
"彩食鲜 青梗 花菜 折价",8
"生菜 优质",8
"彩食鲜 玉米 折价",8
"紫 包 菜 二 级",8
"青梗 花菜 折价",8
"彩食 鲜 南瓜 二 级",8
"落地 球 折价",8
"彩食 鲜 新 南瓜 折价",8
"绿 甘蓝 优质",8
"彩食鲜鲜 百合 折价",8
"彩食 鲜 紫甘兰 二级",8
"绿 甘蓝 折价",8
"彩食鲜 冰糖 玉 水果 玉米 二级",8
"甜玉米 个 折价",8
"彩食 鲜 娃娃 菜 二 级",8
"五彩 玉米 二级",8
"彩食 鲜花 菜 折价",8
"彩食 鲜花 菜 精品",8
"儿菜 折价",8
"孢子 甘蓝 折价",8
"青梗 花菜 优质",8
"散装 娃娃 菜 折价",8
"彩食鲜 玉米 精品",8
"宝塔 花菜 精品",8
"黄秋葵 折价",8
"白菜 精品",8
"彩食 鲜 紫 包 菜 折价",8
"彩食 鲜 包 菜 二 级",8
"五彩 玉米 优质",8
"精品 西兰花 精品",8
"彩食 鲜 西兰花 二级",8
"彩食鲜 百合包 精品",8
"彩食鲜鲜 百合 精品",8
"生菜 折价",8
"彩食 鲜 甜玉米 折价",8
"精品 西兰花 折价",8
"彩食 鲜 甜玉米 精品",8
"彩食 鲜 紫 白菜 精品",8
"彩食 鲜 西兰花 折价",8
"彩食 鲜 西兰花 精品",8
"西兰花 精品",8
"儿菜 精品",8
"彩食鲜 玉米 二级",8
"白菜 折价",8
"娃娃 菜 优质",8
"彩食鲜 卷心菜 折价",8
"落地 球 精品",8
"彩食 鲜 娃娃 菜 折价",8
"彩食 鲜绿 甘蓝 精品",8
"散装 娃娃 菜 精品",8
"百 合 优质",8
"黄牌黄 秋葵 二级",8
"彩食 鲜 贝贝 南瓜 二 级",8
"生菜 精品",8
"彩食鲜 白菜 二级",8
"彩食鲜 青梗 花菜 二级",8
"菜花 折价",8
"娃娃 菜 二 级",8
"彩食 鲜 紫甘兰 折价",8
"甜玉米 个 精品",8
"彩食 鲜 西兰花 精品",8
"西兰花 折价",8
"精品 花菜 二级",8
"青梗 花菜 二级",8
"彩食 鲜 紫 白菜 折价",8
"玉米笋",8
"铁 包 菜",8
"铁 包 菜",8
"白菜",8
"甜玉米",8
"安绿园 娃娃菜",8
"安绿园 娃娃菜",8
"小娃娃菜",8
"精品 西兰花",8
"紫 甘蓝",8
"紫 甘蓝",8
"甜玉米 二级",8
"菜花 优质",8
"散装 娃娃 菜 二 级",8
"百合二级",8
"鲜 百合 优质",8
"宝塔 花 菜 二级",8
"宝塔 花菜 折价",8
"白菜",8
"黄秋葵",8
"青梗 花菜",8
"绿 甘蓝",8
"生菜",8
"甜玉米",8
"娃娃菜",8
"西兰花",8
"彩食 鲜 花菜",8
"夏阳白",8
"青梗 花菜",8
"白玉米",8
"彩食 鲜 甜玉米",8
"彩食鲜 玉米 段 真空 包",8
"黄秋葵",8
"彩食鲜 卷心菜",8
"彩食 鲜 紫甘兰",8
"彩食 鲜 娃娃菜",8
"彩食鲜 流星 包菜",8
"彩食 鲜 花菜",8
"彩食 鲜 西兰花 真空 袋装",8
"西兰花",8
"彩食 鲜 西兰花",8
"彩食鲜 卷心 菜丝 真空 包包",8
"白菜",8
"青梗 花菜",8
"花菜",8
"白玉米",8
"彩食 鲜 贝贝 南瓜",8
"白玉米",8
"美国 甜玉米",8
"小娃娃 菜 包装",8
"西兰花 装",8
"花菜装",8
"玉米",8
"安绿园 松 花菜",8
"安绿园 松 花菜",8
"彩食 鲜 娃娃菜",8
"彩食 鲜 花菜",8
"彩食 鲜 花菜",8
"彩食 鲜 花菜",8
"彩食 鲜 花菜",8
"孢子 甘蓝",8
"落地 球",8
"精品 包菜",8
"精品 白菜",8
"精品 花菜",8
"精品 紫花菜",8
"紫玉米",8
"精品 紫玉米",8
"牛心菜份",8
"西兰花",8
"花菜",8
"包菜",8
"白菜",8
"花菜",8
"紫 包 菜",8
"生菜",8
"西兰花",8
"鲜 百合",8
"美国 甜玉米",8
"白玉米",8
"甜玉米",8
"娃娃菜",8
"青梗 花菜",8
"绿 甘蓝",8
"西兰 花梗",8
"宝塔 花菜",8
"散装 娃娃 菜",8
"长 白菜",8
"铁 包 菜",8
"五彩 玉米",8
"黄秋葵",8
"紫花菜",8
"玉米笋",8
"儿菜",8
"精品 儿菜",8
"精品 孢子 甘蓝",8
"精品 落地 球",8
"精品 玉米笋",8
"精品 流星 包菜",8
"精品 长 白菜",8
"精品 铁包菜",8
"精品 紫包菜",8
"精品 鲜 百合",8
"精品 五彩 玉米",8
"精品 西兰花",8
"精品 娃娃菜",8
"精品 黄秋葵",8
"精品 美国 甜玉米",8
"精品 白玉米",8
"精品 宝塔 花菜",8
"精品 娃娃菜",8
"精品 生菜",8
"精品 甜玉米",8
"彩食 鲜 花菜",8
"花菜",8
"小娃娃菜",8
"白菜",8
"包菜",8
"白菜",8
"紫 包 菜",8
"生菜",8
"娃娃菜",8
"绿 甘蓝",8
"宝塔 花菜",8
"长 白菜",8
"铁 包 菜",8
"夏阳白",8
"紫花菜",8
"散装 娃娃 菜",8
"儿菜",8
"玉米笋",8
"西兰花",8
"花菜",8
"甜玉米",8
"青梗 花菜",8
"西兰 花梗",8
"五彩 玉米",8
"百合",8
"孢子 甘蓝",8
"百合",8
"彩食鲜 卷心 菜丝 真空 包",8
"彩食鲜 卷心菜 片 真空包",8
"彩食鲜 玉米 空 包",8
"彩食 鲜 西兰 花梗",8
"西兰花",8
"牛心菜份",8
"花菜",8
"彩食 鲜 花菜",8
"琦碹 秋葵",8
"琦碹 秋葵",8
"白菜",8
"夏阳白",8
"彩食 鲜花 菜 装",8
"彩食 鲜 娃娃 菜 包装",8
"长栗 南瓜",8
"长栗 南瓜",8
"圆栗 南瓜",8
"圆栗 南瓜",8
"奶油 南瓜",8
"奶油 南瓜",8
"红 圆 南瓜",8
"红 圆 南瓜",8
"青 圆 南瓜",8
"青 圆 南瓜",8
"万圣节 南瓜 特大",8
"万圣节 南瓜 特大",8
"万圣节 南瓜",8
"万圣节 南瓜",8
"万圣节 南瓜",8
"万圣节 南瓜",8
"磨盘 老 南瓜",8
"磨盘 老 南瓜",8
"长老 南瓜",8
"长老 南瓜",8
"迷你 金桔 南瓜",8
"迷你 金桔 南瓜",8
"迷你 贝贝 南瓜",8
"迷你 贝贝 南瓜",8
"花菜",8
"彩食 鲜花 菜约",8
"彩食鲜 白菜约",8
"彩食 鲜 娃娃菜",8
"彩食 鲜 西兰花 约",8
"彩食 鲜 紫甘兰约",8
"彩食 鲜 甜玉米 约",8
"彩食鲜 卷心 菜 约",8
"白菜约",8
"卷心 菜 约",8
"青梗 花菜",8
"彩食 鲜 甜玉米 精品",8
"彩食 鲜 西兰花 二级",8
"彩食 鲜 西兰花 精品",8
"彩食 鲜 甜玉米 折价",8
"彩食 鲜 甜玉米 二级",8
"彩食 鲜 西兰花 折价",8
"西兰花",8
"黄秋葵 优质",8
"黄秋葵 折价",8
"黄秋葵 精品",8
"黄秋葵 二级",8
"鲜 百合 折价",8
"美国 甜玉米 优质",8
"美国 甜玉米 精品",8
"五彩 玉米 折价",8
"白玉 米 折价",8
"精品 水果 玉米 折价",8
"鲜 百合二级",8
"五彩 玉米 二级",8
"美国 甜玉米 二级",8
"五彩 玉米 优质",8
"精品 水果 玉米 精品",8
"白玉 米 精品",8
"鲜 百合 优质",8
"美国 甜玉米 折价",8
"鲜 百合 精品",8
"精品 水果 玉米 二级",8
"五彩 玉米 精品",8
"白玉 米 二级",8
"彩食 鲜 甜玉米",8
"彩食 鲜 娃娃菜",8
"彩食 鲜 西兰花",8
"青梗 花菜",8
"彩食 鲜 紫甘兰",8
"彩食 鲜绿 甘蓝",8
"流星 包菜",8
"鲜 百合",8
"彩食鲜 白菜",8
"玉米",8
"夏阳白",8
"花菜",8
"西兰花",8
"娃娃菜",8
"彩食 鲜 甜玉米",8
"彩食 鲜 花菜",8
"彩食 鲜 紫甘兰",8
"青梗 花菜",8
"彩食 鲜 西兰花",8
"精品 西兰花",8
"玉米",8
"水果 玉米",8
"精品 卷心包",8
"精品 散装 娃娃 菜",8
"太平 海精 品紫 甘蓝",8
"精品 卷心包",8
"精品 散装 娃娃 菜",8
"太平 海精 品紫 甘蓝",8
"精品 卷心包",8
"精品 散装 娃娃 菜",8
"太平 海精 品紫 甘蓝",8
"精品 卷心包",8
"精品 散装 娃娃 菜",8
"太平 海精 品紫 甘蓝",8
"精品 卷心包",8
"精品 散装 娃娃 菜",8
"太平 海精 品紫 甘蓝",8
"精品 卷心包",8
"精品 散装 娃娃 菜",8
"太平 海精 品紫 甘蓝",8
"精品 卷心包",8
"精品 散装 娃娃 菜",8
"太平 海精 品紫 甘蓝",8
"太平 海精 品紫 甘蓝",8
"精品 卷心包",8
"精品 散装 娃娃 菜",8
"精品 卷心包",8
"精品 散装 娃娃 菜",8
"太平 海精 品紫 甘蓝",8
"精品 卷心包",8
"精品 散装 娃娃 菜",8
"太平 海精 品紫 甘蓝",8
"精品 卷心包",8
"精品 散装 娃娃 菜",8
"太平 海精 品紫 甘蓝",8
"精品 卷心包",8
"精品 散装 娃娃 菜",8
"太平 海精 品紫 甘蓝",8
"精品 卷心包",8
"精品 散装 娃娃 菜",8
"太平 海精 品紫 甘蓝",8
"精品 卷心包",8
"精品 散装 娃娃 菜",8
"太平 海精 品紫 甘蓝",8
"精品 卷心包",8
"精品 散装 娃娃 菜",8
"太平 海精 品紫 甘蓝",8
"精品 卷心包",8
"精品 散装 娃娃 菜",8
"太平 海精 品紫 甘蓝",8
"精品 卷心包",8
"精品 散装 娃娃 菜",8
"太平 海精 品紫 甘蓝",8
"精品 卷心包",8
"精品 散装 娃娃 菜",8
"太平 海精 品紫 甘蓝",8
"精品 卷心包",8
"精品 散装 娃娃 菜",8
"太平 海精 品紫 甘蓝",8
"精品 卷心包",8
"精品 散装 娃娃 菜",8
"太平 海精 品紫 甘蓝",8
"精品 卷心包",8
"精品 散装 娃娃 菜",8
"太平 海精 品紫 甘蓝",8
"绿 甘蓝",8
"生菜",8
"紫 甘蓝",8
"彩食鲜 白菜 折价",8
"彩食 鲜 贝贝 南瓜 折价",8
"彩食 鲜 紫甘兰 二级",8
"彩食 鲜 紫 包 菜 折价",8
"彩食鲜 白菜 精品",8
"彩食 鲜 紫 包 菜 精品",8
"彩食鲜 青梗 花菜 二级",8
"彩食 鲜 新 南瓜 二 级",8
"彩食 鲜 西兰花 折价",8
"彩食 鲜绿 甘蓝 精品",8
"彩食 鲜 娃娃 菜 二 级",8
"彩食 鲜 贝贝 南瓜 精品",8
"彩食 鲜绿 甘蓝 二级",8
"彩食 鲜 南瓜 二 级",8
"彩食 鲜 新 南瓜 折价",8
"彩食 鲜 紫 包 菜 二 级",8
"彩食 鲜 紫甘兰 折价",8
"彩食鲜 青梗 花菜 精品",8
"彩食鲜 白菜 二级",8
"彩食 鲜 新 南瓜 精品",8
"彩食 鲜 紫甘兰 精品",8
"彩食 鲜 西兰花 精品",8
"彩食鲜 南瓜 折价",8
"彩食 鲜 贝贝 南瓜 二 级",8
"彩食鲜 南瓜 精品",8
"彩食 鲜 娃娃 菜 折价",8
"彩食 鲜 娃娃 菜 精品",8
"彩食鲜 青梗 花菜 折价",8
"彩食 鲜 西兰花 二级",8
"彩食 鲜绿 甘蓝 折价",8
"彩食 鲜花 菜 折价",8
"本地糯 玉米 精品",8
"卷心菜 二 级",8
"罗蒂球 生菜 二级",8
"彩食 鲜 娃娃 菜 折价",8
"儿菜 优质",8
"白菜 二级",8
"彩食 鲜 紫甘兰 折价",8
"白玉 米 折价",8
"傣糯 苞谷 二级",8
"牛心白 二 级",8
"彩食 鲜 西兰花 二级",8
"彩食鲜 秋葵 折价",8
"彩食鲜 玉米 精品",8
"西兰花 优质",8
"娃娃 菜 优质",8
"彩食鲜 青梗 花菜 折价",8
"彩食鲜 白菜 折价",8
"彩食鲜 卷心菜 二 级",8
"彩色 糯玉米 精品",8
"彩食 鲜 贝贝 南瓜 折价",8
"玛卡 折价",8
"儿菜 折价",8
"彩食 鲜 紫 白菜 精品",8
"玉米 折价",8
"青梗 花菜 精品",8
"白菜 精品",8
"黄秋葵 精品",8
"花菜 二级",8
"玛卡 精品",8
"彩食 鲜 紫 白菜 折价",8
"花糯 玉米 二级",8
"彩食 鲜 贝贝 南瓜 精品",8
"彩食鲜 白菜 精品",8
"本地糯 玉米 优质",8
"白玉 米 二级",8
"卷心菜 精品",8
"彩色 糯玉米 折价",8
"彩食 鲜 娃娃 菜 二 级",8
"西兰 花梗 优质",8
"彩食鲜 青梗 花菜 二级",8
"花菜 折价",8
"彩食鲜 玉米 二级",8
"彩食 鲜 甜玉米 精品",8
"傣糯 苞谷 折价",8
"彩食鲜 白菜 二级",8
"罗蒂球 生菜 折价",8
"彩食 鲜 新 南瓜 折价",8
"彩食鲜鲜 百合 折价",8
"牛心白 精品",8
"花糯 玉米 精品",8
"紫 甘蓝 折价",8
"彩食 鲜 紫 白 菜 二级",8
"彩食 鲜 紫甘兰 二级",8
"彩食 鲜 贝贝 南瓜 二 级",8
"鲜 百合 折价",8
"彩色 糯玉米 二级",8
"黄秋葵 优质",8
"白玉 米 精品",8
"花糯 玉米 折价",8
"青梗 花菜 优质",8
"彩食 鲜 紫甘兰 精品",8
"娃娃 菜 二 级",8
"彩食鲜鲜 百合二级",8
"白菜 优质",8
"花菜 优质",8
"西兰花 二级",8
"彩食 鲜 西兰花 精品",8
"彩食鲜 玉米 折价",8
"玉米 精品",8
"彩食鲜 卷心菜 折价",8
"青梗 花菜 折价",8
"儿菜 精品",8
"牛心白 优质",8
"彩食 鲜 娃娃 菜 精品",8
"鲜 百合二级",8
"彩食鲜 青梗 花菜 精品",8
"本地糯 玉米 折价",8
"卷心菜 优质",8
"彩食 鲜 新 南瓜 二 级",8
"彩食 鲜 甜玉米 二级",8
"西兰花 折价",8
"傣糯 苞谷 精品",8
"罗蒂球 生菜 精品",8
"彩食 鲜 甜玉米 折价",8
"彩食 鲜 西兰 花梗 精品",8
"娃娃 菜 折价",8
"卷心菜 折价",8
"鲜 百合 优质",8
"牛心白 折价",8
"彩食 鲜 西兰 花梗 折价",8
"娃娃 菜 精品",8
"白菜 折价",8
"彩食 鲜花 菜 二级",8
"紫 甘蓝 精品",8
"黄秋葵 折价",8
"彩食鲜鲜 百合 精品",8
"彩食 鲜 新 南瓜 精品",8
"彩食鲜 卷心菜 精品",8
"儿 菜 二 级",8
"彩食鲜 流星 包菜 折价",8
"西兰花 精品",8
"青梗 花菜 二级",8
"玉米 二级",8
"黄秋葵 二级",8
"花菜 精品",8
"彩食 鲜花 菜 精品",8
"彩食 鲜 西兰花 折价",8
"傣糯 苞谷 优质",8
"本地糯 玉米 二级",8
"罗蒂球 生菜 优质",8
"精品 卷心包",8
"散装 娃娃 菜 折价",8
"散装 娃娃 菜 精品",8
"散装 娃娃 菜 优质",8
"散装 娃娃 菜 二 级",8
"彩食 鲜 贝贝 南瓜",8
"彩食 鲜 贝贝 南瓜",8
"彩食鲜 白菜",8
"彩食鲜 白菜",8
"彩食 鲜 甜玉米",8
"彩食 鲜 甜玉米",8
"彩食 鲜糯 玉米",8
"彩食 鲜糯 玉米",8
"彩食 鲜绿 甘蓝",8
"彩食 鲜绿 甘蓝",8
"彩食 鲜 西兰花",8
"彩食 鲜 西兰花",8
"彩食鲜 冰糖 心 玉米",8
"彩食鲜 冰糖 心 玉米",8
"彩食 鲜 黄金 玉米",8
"彩食 鲜 黄金 玉米",8
"彩食 鲜 黄秋葵",8
"彩食 鲜 黄秋葵",8
